bat,en,Q810687,Q9642006,Q28425,Q37087900,Q104776757,Q810680,Q3636153,Q225210,Q102403709,Q97577976,Q4868452,Q3565837,Q18944220,Q32464739,Q2286459,Q31878577,Q12047696,Q809301,Q1712410,Q29708538,Q65707014,Q1423610,Q64517444,Q4968040,Q63890103,Q56692582,Q4969408,Q26198481,Q61931293,Q79929703,Q79929700,Q79929695,Q79929689,Q79929697,Q79929698,Q2485195,Q3224357,Q208725,Q3935701,Q3568069,Q605774,Q28972,Q309101,Q1762676,Q60789570,Q1761748,Q123100,Q94860,Q1833542,Q956272
batman,en,Q1247201,Q80370,Q159835,Q116852,Q810857,Q2633138,Q281467,Q359587,Q4869422,Q205575,Q540890,Q2695156,Q245863,Q2703636,Q25442668,Q2973440,Q6094903,Q596699,Q16479466,Q1902897,Q6859856,Q626995,Q107269755,Q4869423,Q4869387,Q18614903,Q10264700,Q16155090,Q5739666,Q5723590,Q64658410,Q60825601,Q4869388,Q18500072,Q18914861,Q92088521,Q79006805,Q4869385,Q4869384,Q683414,Q635933,Q61117344,Q1163824,Q166262,Q221345,Q3636199,Q673517,Q276523,Q23013169,Q2891476
Battlement Mesa, Colorado,en,Q1906807,Q4873171,Q61048413,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY
BB lo,en,Q28570769,Q99690419,Q6827715,Q15902588,Q107115809,Q1446925,Q871296,Q105688134,Q435908,Q7562141,Q51812816,Q16573195,Q2738832,Q528620,Q495060,Q21391510,Q4739927,Q1852379,Q29418529,Q297838,Q81213605,Q16851682,Q104773807,Q1323897,Q615713,Q3878072,Q4045332,Q28095752,Q19888035,Q66978837,Q19100915,Q71972844,Q27955252,Q73277558,Q49133201,Q46192896,Q43586796,Q104793937,Q70268459,Q4973532,Q58449504,Q70388557,Q37883715,Q70896724,Q1218,Q69646013,Q39298640,Q30426176,Q80317829,Q40235065
beach,en,Q40080,Q1999217,Q26234661,Q364473,Q470692,Q27988893,Q4875672,Q43374433,Q28120787,Q43080576,Q49632533,Q101580719,Q105360290,Q101138871,Q24055386,Q847935,Q695411,Q2422324,Q16739,Q80477302,Q969026,Q201516,Q668308,Q593039,Q824100,Q210778,Q163749,Q268873,Q1908566,Q49259,Q896048,Q839805,Q490595,Q183048,Q671458,Q840678,Q828712,Q535116,Q5917,Q568610,Q4543,Q584849,Q458651,Q984358,Q484294,Q984368,Q994159,Q21505821,Q23993300,Q1026926
bear,en,Q618804,Q755632,Q16479893,Q54795937,Q454432,Q105716523,Q14528616,Q30622885,Q16275015,Q4876344,Q30090244,Q4876343,Q1019010,Q52721566,Q14680790,Q21476510,Q24677800,Q15039615,Q60618687,Q19876383,Q59419895,Q12762812,Q4876342,Q7867635,Q27825830,Q181815,Q80584895,Q379460,Q80582662,Q4876452,Q26529940,Q7716011,Q7716010,Q122783,Q4287498,Q5884629,Q144923,Q317491,Q949916,Q213477,Q33609,Q84527670,Q145016,Q29489560,Q493361,Q26650866,Q4876492,Q486372,Q26650811,Q1064797
beatles,en,Q1299,Q11960378,Q106248054,Q3364405,Q4877070,Q105627685,Q97667380,Q106248045,Q107103753,Q107103869,Q920878,Q629164,Q1753637,Q3295515,Q48757425,Q5979359,Q9652366,Q182389,Q207336,Q3519905,Q16613440,Q1941040,Q913616,Q1767418,Q1933329,Q8822848,Q65046239,Q2304936,Q7094253,Q10514031,Q829965,Q572541,Q7716123,Q1950377,Q2274525,Q22827505,Q3139144,Q104853511,Q1929603,Q2276606,Q2002709,Q7904671,Q7165642,Q10695475,Q1934488,Q11349248,Q300373,Q2614526,Q925916,Q2505100
bee,en,Q7391,Q526618,Q16479549,Q102857,Q5724476,Q19968476,Q294649,Q813976,Q55833876,Q30022682,Q857492,Q4879492,Q55833798,Q4879490,Q4879488,Q27988894,Q4879497,Q63525101,Q4879498,Q31879193,Q105425046,Q24026989,Q24027000,Q103780851,Q98446974,Q16179150,Q1893848,Q1064433,Q75425498,Q77005496,Q133405,Q100278198,Q100278724,Q100278727,Q100278726,Q100278725,Q813981,Q18205204,Q275167,Q816345,Q108397,Q25407,Q4273978,Q1319082,Q23243,Q55716421,Q387728,Q768601,Q30034,Q36385876
beer,en,Q44,Q814067,Q682112,Q64852777,Q249276,Q24227,Q814070,Q814064,Q24662117,Q65957296,Q20671330,Q4879940,Q30603848,Q4879935,Q23676524,Q31913167,Q31879243,Q56658293,Q795169,Q76548149,Q145449,Q241949,Q947211,Q1378288,Q858012,Q20438845,Q38897,Q41843,Q2922252,Q15075508,Q131413,Q1998962,Q2053625,Q857909,Q4083920,Q836904,Q14903158,Q66829712,Q1397576,Q131734,Q253481,Q15059490,Q2905047,Q505815,Q516844,Q524679,Q20871046,Q2404322,Q894558,Q15146313
beethoven,en,Q255,Q754892,Q229086,Q48666,Q64711606,Q144207,Q2566764,Q56549353,Q3637435,Q46993470,Q65088211,Q9652660,Q4880182,Q17509039,Q51084332,Q30598237,Q84262388,Q105093660,Q84258430,Q2893701,Q67205022,Q19072330,Q2893702,Q55019656,Q19131721,Q96245592,Q97203635,Q64952350,Q79493586,Q87280482,Q318084,Q1347019,Q15823075,Q2680571,Q1437885,Q2153541,Q12368917,Q55843435,Q5028314,Q528683,Q15109429,Q28540618,Q1955936,Q188709,Q10336787,Q8805584,Q5247488,Q787378,Q6374627,Q12008
behror,en,Q760169,Q24943439,Q65997870,Q91612587,Q65995629,Q66772992,Q19808952,Q66639316,Q73866896,Q73761207,Q66541488,Q66770907,Q91613704,Q70089363,Q73652225,Q73748094,Q74156040,Q2341892,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY
belly,en,Q816079,Q65097926,Q415618,Q378383,Q937045,Q646077,Q17005335,Q3270722,Q3637838,Q30935762,Q66505048,Q107246441,Q1365868,Q314310,Q16844871,Q522497,Q182863,Q18114914,Q1493613,Q2707826,Q18209225,Q4884250,Q7241690,Q4884247,Q107246628,Q28452257,Q28452659,Q107246475,Q3522500,Q27818195,Q55609950,Q1504145,Q5587877,Q13530397,Q107210365,Q7600582,Q16835696,Q17496167,Q17492144,Q17492976,Q60152977,Q17491900,Q17496168,Q17493709,Q105435215,Q104373294,Q60153208,Q60153409,Q17494945,Q32189150
bengali marriage,en,Q58349603,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY
benjamin franklin,en,Q34969,Q19799361,Q52458018,Q9168862,Q4888610,Q4888611,Q1218541,Q23016654,Q23593148,Q52457636,Q28048087,Q4888604,Q4888609,Q19074037,Q28796839,Q7514369,Q19816569,Q20863406,Q106957754,Q20862285,Q56039154,Q64276236,Q20862545,Q74408023,Q80015512,Q6141293,Q817496,Q4888621,Q22021867,Q4888659,Q817363,Q4888614,Q847192,Q4888607,Q817491,Q4888606,Q817486,Q817487,Q49474378,Q4888439,Q59773488,Q24965,Q50858840,Q20634485,Q7714957,Q47511625,Q49246005,Q46629559,Q7422311,Q3020859
berlin,en,Q64,Q821244,Q614184,Q1569850,Q821199,Q2660845,Q821245,Q1086827,Q262009,Q821198,Q2345711,Q821229,Q2504681,Q524646,Q1130950,Q4783389,Q22115569,Q582242,Q142659,Q793582,Q821215,Q20144232,Q821234,Q4892379,Q2214975,Q17509488,Q20647540,Q4892350,Q821232,Q56037,Q56036,Q163966,Q2013767,Q99654,Q68646,Q3720748,Q313189,Q141971,Q153006,Q5932836,Q700216,Q151374,Q157003,Q162049,Q165631,Q51985,Q152087,Q821208,Q55038,Q130871
Berlin 1920,en,Q4560929,Q14374260,Q56041,Q7991186,Q853987,Q5298430,Q854040,Q93481049,Q854058,Q854104,Q854113,Q47460035,Q677833,Q21170356,Q854051,Q853708,Q47036184,Q102932316,Q58496354,Q853836,Q854098,Q34883829,Q7711777,Q71045160,Q102241701,Q89102955,Q632362,Q7974454,Q89485012,Q69952203,Q104891547,Q80083208,Q91944829,Q60392156,Q56385988,Q894632,Q51427232,Q96118741,Q320625,Q51486958,Q51486966,Q51378606,Q60205795,Q84602308,Q60205662,Q60205651,Q60205861,Q56679983,Q60373177,Q15765131
berlin wall,en,Q5086,Q18985733,Q47512154,Q69163529,Q7716567,Q821769,Q4892493,Q47385869,Q532578,Q20827135,Q840476,Q61453486,Q104901839,Q96244101,Q54453799,Q6656607,Q105045071,Q12058871,Q1356069,Q1245384,Q105045072,Q1260540,Q1315168,Q1223030,Q79472946,Q3254309,Q1420793,Q102974166,Q14687401,Q74088035,Q2231031,Q79472939,Q67454083,Q1244702,Q60732122,Q9141508,Q1510019,Q1718534,Q2009149,Q123047,Q456362,Q5798926,Q895863,Q95517,Q51448614,Q32689373,Q58519259,Q1994106,Q545117,Q57553524
beverage,en,Q40050,Q37208484,Q5119567,Q7933998,Q4828028,Q488482,Q1128163,Q59352305,Q17854404,Q5130387,Q1297383,Q7649445,Q6818708,Q2927332,Q13417200,Q1945295,Q19359564,Q1121690,Q7549282,Q47504516,Q4899364,Q4899365,Q16830197,Q18636291,Q7099769,Q1585845,Q15109910,Q16998258,Q30044952,Q4899370,Q154,Q4791249,Q104874287,Q16839622,Q744729,Q2647467,Q6134842,Q56139,Q28154742,Q85802602,Q15304350,Q3073461,Q6288622,Q7417863,Q4713318,Q96405982,Q374,Q4743169,Q4713317,Q18636682
beyonce,en,Q36153,Q15303590,Q62015415,Q93456825,Q147734,Q149172,Q149038,Q2384797,Q7259650,Q149498,Q18158735,Q28938499,Q148763,Q723665,Q146579,Q12730258,Q2528043,Q22668404,Q18153664,Q2308246,Q17508232,Q1574201,Q13085297,Q5979662,Q3133219,Q18713539,Q1767947,Q18153394,Q679935,Q149047,Q1351645,Q16036299,Q148511,Q149307,Q1140586,Q23986558,Q149050,Q832285,Q15975919,Q238235,Q16034886,Q1767955,Q4639060,Q63203885,Q23905116,Q127503,Q193950,Q54958862,Q300619,Q149351
bible,en,Q1845,Q2900994,Q37563686,Q11192339,Q19523678,Q15973703,Q55353855,Q343399,Q20571264,Q86860,Q83367,Q210181,Q1630983,Q1882823,Q3492456,Q6748590,Q7128017,Q1544227,Q2018175,Q498766,Q1502139,Q1571095,Q22704077,Q1280834,Q576603,Q2462802,Q24262584,Q29154550,Q856314,Q158075,Q1786390,Q2900997,Q866134,Q751582,Q1138103,Q95473315,Q856316,Q1626958,Q1620808,Q5373974,Q29154430,Q3639492,Q126130,Q29154515,Q2257594,Q603882,Q23051789,Q2900369,Q30149195,Q11145376
bibliothèque hotel de ville,fr,Q2901369,Q104453352,Q29339223,Q104444719,Q91254385,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY
bicycle,en,Q11442,Q15140017,Q54874939,Q56761348,Q105730526,Q1181437,Q55642906,Q66662490,Q64534374,Q64595357,Q64573185,Q64582207,Q28801565,Q26260226,Q430889,Q771452,Q305026,Q221722,Q167130,Q1392526,Q948851,Q161798,Q3609,Q6747119,Q811141,Q1127483,Q5136035,Q948482,Q350793,Q1076532,Q1962986,Q573863,Q1928434,Q750483,Q1189497,Q215184,Q926943,Q444741,Q2078372,Q51974489,Q873776,Q891829,Q2166341,Q1781126,Q1358919,Q1067617,Q73053,Q5357232,Q2001072,Q29044175
Big Ben,en,Q41225,Q4905080,Q858516,Q2902145,Q858503,Q342107,Q12785867,Q21937151,Q21939306,Q31473279,Q21937152,Q21966177,Q4905078,Q31708143,Q23959291,Q21963571,Q21963572,Q31708174,Q31880297,Q31676809,Q31708159,Q107119487,Q97331712,Q31688414,Q49399531,Q4905081,Q4905082,Q51622858,Q28042556,Q2676434,Q64539830,Q3599630,Q30901872,Q96278603,Q4905086,Q4905083,Q21958540,Q97331713,Q7249006,Q21938562,Q21918094,Q29096490,Q4687030,Q29075175,Q24263564,Q816453,Q3486618,Q295364,Q599161,Q537679
bill gates,en,Q5284,Q4909106,Q1181671,Q100794547,Q18959854,Q655286,Q99887399,Q22043547,Q10279959,Q93631937,Q1953052,Q3282433,Q105697082,Q58900295,Q92466067,Q23011257,Q68319034,Q92466304,Q26429167,Q4859460,Q8951171,Q22951219,Q23011256,Q490063,Q65434333,Q2000320,Q8201176,Q23011254,Q7112419,Q23662955,Q684014,Q17616469,Q81534208,Q58900257,Q22951343,Q371973,Q3543283,Q17919043,Q98542283,Q22991439,Q28443891,Q96373556,Q91014199,Q100234563,Q22951377,Q42022978,Q84135608,Q106716590,Q37475766,Q22990234
Bill Russel,en,Q242185,Q4910727,Q56430749,Q89181283,Q105519627,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY
Billy Corgan,en,Q311382,Q2301624,Q39074770,Q7962469,Q4926784,Q27057630,Q65630090,Q24242423,Q65633287,Q8763942,Q8232295,Q24242413,Q8761120,Q8300265,Q98807272,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY
biología molecular,es,Q7202,Q1142521,Q908902,Q8223839,Q15839206,Q856198,Q1362279,Q2071414,Q58037704,Q866982,Q64860606,Q20013983,Q856529,Q95948691,Q3295,Q695267,Q47072,Q1376791,Q521,Q18170791,Q30287565,Q56241840,Q83870664,Q61931542,Q97624909,Q20105092,Q67201734,Q23696045,Q7164711,Q37375565,Q60777878,Q5761019,Q18394182,Q60777877,Q222046,Q60777892,Q60777893,Q83870118,Q60777890,Q90640755,Q60780339,Q60780340,Q54881,Q60777889,Q60777891,Q60777879,Q60777898,Q60777897,Q60780341,Q60777888
bird,en,Q5113,Q14915264,Q865050,Q865056,Q17509982,Q55639320,Q4915832,Q17509988,Q3640296,Q61067372,Q11192378,Q16204125,Q19954359,Q103767,Q99528845,Q4915834,Q26120,Q105858636,Q12303495,Q25205141,Q96417845,Q105630796,Q30891036,Q20195649,Q57582729,Q57582296,Q57581341,Q105695422,Q64225319,Q92375709,Q92386715,Q80002987,Q100353793,Q79901860,Q100353789,Q79926657,Q84176647,Q80583848,Q3048463,Q36522090,Q310960,Q18408740,Q1361748,Q30301495,Q2714144,Q6813362,Q373925,Q1126556,Q1139892,Q67219977
birds,en,Q5113,Q5157093,Q2194772,Q865088,Q4916045,Q22003487,Q3640304,Q16951862,Q4916044,Q64760272,Q16532688,Q3640305,Q21891787,Q101246283,Q110043,Q51415186,Q4916043,Q51408186,Q89118179,Q71903801,Q60483152,Q102082153,Q95553211,Q46223210,Q26613559,Q106566688,Q106567807,Q92394644,Q26267259,Q79328141,Q100354022,Q106566685,Q106566690,Q78297088,Q106567809,Q102079662,Q100276849,Q102079679,Q65510157,Q64036656,Q61462779,Q89117068,Q65511535,Q1164079,Q19079908,Q165094,Q4558721,Q26226431,Q18703062,Q1809095
bjk,en,Q563221,Q172567,Q619944,Q751820,Q4835770,Q8077542,Q2995675,Q86673477,Q888229,Q14914703,Q25946102,Q6025661,Q6022994,Q107111932,Q70361866,Q854669,Q70082407,Q70118532,Q2884743,Q28380902,Q53458422,Q20472283,Q6501074,Q19865548,Q7077572,Q6017975,Q20472303,Q58482412,Q6270818,Q6095980,Q12808848,Q6088495,Q378566,Q56039440,Q10325744,Q4900437,Q59037524,Q25042960,Q20686787,Q1814014,Q4900439,Q25549409,Q60116729,Q57560944,Q2072763,Q652745,Q2783751,Q6435490,Q68462714,Q42950721
black death,en,Q679833,Q4920630,Q42005,Q4920629,Q4920634,Q530993,Q85747507,Q74103120,Q4922251,Q104858409,Q60449761,Q10430824,Q89728140,Q91977178,Q4920635,Q5247305,Q2907236,Q880544,Q29384432,Q7782395,Q804571,Q132438,Q12338981,Q11888880,Q2907234,Q7047620,Q7541965,Q3421362,Q104838130,Q7732706,Q3496812,Q62028883,Q3218445,Q1757611,Q16839166,Q943268,Q17750530,Q105061754,Q12303767,Q4517968,Q2028421,Q16984624,Q96176841,Q1145479,Q16679862,Q7784912,Q1754232,Q30014851,Q908712,Q20899593
black hole,en,Q589,Q24816419,Q304029,Q2331527,Q106854990,Q55382079,Q880302,Q880298,Q346086,Q4920988,Q4920983,Q92106023,Q32131664,Q21065435,Q49778391,Q13479286,Q69325197,Q48998212,Q4920986,Q67493037,Q16247257,Q16162973,Q106769031,Q6238546,Q1639736,Q93887705,Q93888353,Q93835778,Q22214679,Q7718340,Q609501,Q4922340,Q18220768,Q1047034,Q1094364,Q4420061,Q100136952,Q880314,Q1155939,Q40392,Q106489590,Q106489547,Q1991588,Q2340674,Q76833036,Q804201,Q911284,Q1050633,Q1471710,Q3084417
black lives matter,en,Q19600530,Q96081169,Q96181721,Q1081055,Q26912942,Q99411376,Q104516386,Q104857047,Q28130581,Q96317949,Q96082484,Q105045710,Q106959660,Q21196806,Q96473635,Q59666809,Q104871906,Q107290972,Q104866530,Q98229641,Q99728188,Q98388344,Q97893182,Q57486447,Q104856239,Q25008686,Q22723632,Q98713727,Q96417854,Q96631201,Q96114048,Q96315949,Q24211309,Q104865159,Q106107440,Q105706998,Q92138632,Q105329226,Q105406253,Q105287996,Q97536406,Q100393403,Q106107452,Q28433992,Q100416228,Q104731306,Q100391182,Q90439969,Q106107451,Q106629042
blank map europe,en,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY
Bleach anime,en,Q5362638,Q904,Q15884594,Q24673,Q2549623,Q435235,Q804434,Q1349277,Q2017531,Q629768,Q498184,Q1154092,Q6357875,Q728718,Q719114,Q479308,Q755181,Q1044491,Q2537164,Q3860012,Q7506744,Q8302743,Q8302746,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY
BLIDA,en,Q216990,Q16421463,Q1879197,Q233637,Q16104171,Q23814528,Q16382810,Q3217833,Q23820697,Q3019637,Q30417027,Q29063126,Q15963277,Q60676591,Q884046,Q23835118,Q62591372,Q462233,Q598785,Q787656,Q2869447,Q64787551,Q25384735,Q18577852,Q96362057,Q96361940,Q104856888,Q75110456,Q3062378,Q10468586,Q96362016,Q96369344,Q96369309,Q96362123,Q22102127,Q105773324,Q73645479,Q25378893,Q25377971,Q648795,Q25378545,Q21656810,Q30753111,Q30764991,Q8853968,Q8728280,Q15989603,Q23802633,Q23812483,Q2911971
blood,en,Q7873,Q110084,Q885070,Q60316463,Q4927550,Q494268,Q885083,Q16860120,Q230254,Q18642176,Q885082,Q4927547,Q30603325,Q885080,Q5730321,Q8248837,Q4927551,Q4241517,Q19843049,Q1925537,Q4927548,Q2906925,Q47657,Q261327,Q914952,Q886837,Q1588755,Q82642,Q79749,Q103824,Q425056,Q988343,Q275157,Q19831454,Q166019,Q19831453,Q221694,Q19831451,Q26923452,Q19831455,Q5064096,Q183605,Q275419,Q919283,Q468787,Q1570013,Q188010,Q1642137,Q2429588,Q111140
blütendiagramme,de,Q42187410,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY
bmw b38,en,Q4836092,Q503274,Q4918826,Q3745125,Q18016160,Q1236821,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY,NO_ENTITY
board,en,Q18668582,Q36985852,Q173350,Q457689,Q4931276,Q865588,Q268146,Q96574252,Q107196832,Q3513433,Q25521581,Q103893581,Q39709980,Q654355,Q102285943,Q102285957,Q101997391,Q131436,Q1258741,Q270403,Q5401570,Q3951866,Q520096,Q672107,Q898776,Q4931403,Q168210,Q617239,Q1399402,Q188628,Q183398,Q4686866,Q399541,Q1544133,Q1152460,Q28945238,Q63256335,Q210499,Q944780,Q140686,Q1225439,Q191458,Q369225,Q28127226,Q3579158,Q7884185,Q861670,Q5124752,Q3918986,Q6296088
boat,en,Q35872,Q36887917,Q25351817,Q4931481,Q11191494,Q3641257,Q4931479,Q4931482,Q98149467,Q1208033,Q11338933,Q50648034,Q103855762,Q20861899,Q65027028,Q64074416,Q64593958,Q28147336,Q1052767,Q428661,Q29492937,Q1888190,Q16103215,Q1075310,Q1092993,Q2166879,Q1153376,Q535067,Q1195684,Q9588290,Q887604,Q494303,Q182916,Q830356,Q2819125,Q20736197,Q2003019,Q19812499,Q1630695,Q6669869,Q331795,Q4998531,Q26211803,Q4549969,Q1325893,Q99406,Q28221884,Q28330806,Q28229521,Q73126803
bob dylan,en,Q251309,Q392,Q11632,Q7634748,Q6214252,Q3950240,Q7882370,Q3438086,Q5280746,Q14324435,Q7999744,Q10466866,Q5577734,Q2093988,Q2725231,Q4697297,Q3043177,Q2424273,Q3504156,Q2630963,Q16267412,Q3640684,Q1753252,Q568104,Q1753505,Q1754003,Q1635058,Q11196480,Q1419882,Q1760884,Q1324012,Q598845,Q752934,Q785159,Q425909,Q1753076,Q782367,Q17510748,Q16952457,Q832646,Q19955708,Q4932347,Q4932340,Q7716901,Q2605213,Q4932338,Q10536827,Q4932336,Q1754033,Q2080630
